A,OpenStartPage,1449593139068,358,false
A,Homepage,1449593139614,2965,false
A,HomepageAgain,1449593142724,2572,false
A,GoToRegister,1449593145412,1122,false
A,Account_Login_clickGoToNewCustomer,1449593146666,2370,false
A,Register,1449593149148,8066,false
A,Logout,1449593157294,2832,false
A,GoToHomepage,1449593160214,3303,false
A,GoToLoginAndValidatePage,1449593163592,695,false
A,OpenUserPanel,1449593164360,1192,false
A,GotoMyAccountLogin,1449593165674,3699,false
A,LoginCustomerInvalidPassword,1449593169524,4948,false
